player_id,full_name,gender,age,dominant_hand,backhand_type,fitness_level,years_playing,weekly_training_hours,height_cm,matches_played,matches_won,success_rate
P1097,Ariel Mizrahi,male,8,right,one_handed,2.0,5.9,7.8,165.6,15,8,54.2
P1098,Noam Avraham,male,10,left,two_handed,9.0,2.5,4.5,174.0,90,65,71.8
P1099,Tamar Peretz,female,17,right,,4.0,1.1,3.3,,14,9,62.7
P1100,Adi Shapira,female,46,left,two_handed,6.0,7.2,6.1,165.2,63,37,59.5
P1101,Maya Levi,female,31,,two_handed,,3.4,7.7,163.3,53,37,70.5
P1102,Noam Avraham,male,37,right,one_handed,7.0,6.3,6.4,180.6,116,78,67.0
P1103,Hila Levi,female,14,right,two_handed,4.0,1.1,0.6,172.4,112,64,57.5
P1104,Noa Avraham,female,15,right,one_handed,6.0,0.4,6.1,165.5,99,47,47.3
P1105,Hila Avraham,female,33,left,two_handed,7.0,4.9,5.0,168.6,90,62,68.8
P1106,Eitan Friedman,male,29,left,two_handed,4.0,1.7,,,69,46,67.2
P1107,Yotam Biton,male,35,right,one_handed,5.0,4.9,5.0,173.4,48,27,56.6
P1108,Ron Avraham,male,26,right,two_handed,5.0,4.9,7.8,174.7,28,22,77.6
P1109,Shira Levi,female,31,right,two_handed,3.0,4.5,2.2,166.1,116,68,58.5
P1110,Guy Biton,male,30,right,one_handed,5.0,9.0,6.7,189.7,52,37,72.1
P1111,Ido Peretz,male,37,right,two_handed,6.0,21.5,4.5,174.1,57,42,74.0
P1112,Ariel Friedman,male,38,right,two_handed,5.0,5.8,0.1,176.4,25,14,56.3
P1113,Noa Biton,female,9,,one_handed,5.0,13.9,3.5,137.1,40,23,56.8
P1114,Ariel Katz,male,8,right,two_handed,6.0,3.5,4.4,157.7,79,43,54.0
P1115,Roni Biton,female,40,,two_handed,5.0,1.5,2.8,175.9,56,28,49.3
P1116,Maya Mizrahi,female,42,right,two_handed,7.0,2.7,4.7,178.0,74,42,57.2
P1117,Maya Mizrahi,female,16,left,two_handed,9.0,3.6,3.2,166.6,33,21,65.1
P1118,Ron Cohen,male,8,right,two_handed,5.0,14.6,14.4,156.6,19,15,76.8
P1119,Noa Avraham,female,29,right,,7.0,4.7,2.7,163.8,107,76,71.0
P1120,Maya Shapira,female,39,right,two_handed,6.0,9.2,1.9,,57,37,64.2
P1121,Roni Katz,female,50,right,two_handed,7.0,3.2,6.5,167.5,49,30,61.0
P1122,Omer Biton,male,34,left,two_handed,9.0,2.9,3.0,176.5,41,33,80.4
P1123,Omer Levi,male,24,right,two_handed,,1.0,3.4,177.1,82,58,70.6
P1124,Ido Shapira,male,17,right,two_handed,,14.3,3.2,179.6,71,43,61.0
P1125,Noam Cohen,male,28,left,one_handed,7.0,11.2,6.2,173.6,52,42,81.3
P1126,Ido Peretz,male,24,left,two_handed,8.0,5.3,1.4,174.1,112,88,78.6
P1127,Ron Shapira,male,16,right,two_handed,6.0,3.8,6.7,189.7,109,82,75.0
P1128,Eitan Peretz,male,53,right,one_handed,8.0,4.8,5.3,197.7,31,21,68.0
P1129,Hila Levi,female,49,right,two_handed,5.0,1.4,,155.4,80,42,52.2
P1130,Ariel Mizrahi,male,42,right,two_handed,3.0,6.3,4.2,165.9,116,56,47.9
P1131,Hila Friedman,female,17,right,one_handed,6.0,10.6,1.5,157.3,63,41,65.6
P1132,Tamar Levi,female,38,right,two_handed,2.0,10.9,4.2,,13,7,55.7
P1133,Ron Friedman,male,36,left,two_handed,6.0,1.1,,183.2,24,13,55.6
P1134,Gal Biton,female,33,right,two_handed,9.0,9.1,8.3,169.7,83,62,74.5
P1135,Daniel Peretz,male,43,right,two_handed,2.0,1.4,1.5,177.4,109,46,42.6
P1136,Adi Mizrahi,female,36,right,two_handed,3.0,0.5,0.8,169.2,24,9,36.5
P1137,Yotam Shapira,male,37,right,one_handed,4.0,9.3,4.3,170.5,70,40,56.5
P1138,Lior Peretz,female,36,right,two_handed,6.0,3.0,11.8,163.0,64,45,70.9
P1139,Ido Katz,male,32,right,,5.0,8.5,5.9,175.8,41,30,72.9
P1140,Yotam Biton,male,8,left,one_handed,9.0,8.0,6.1,139.3,79,56,71.2
P1141,Noam Cohen,male,29,right,two_handed,8.0,7.3,1.1,166.7,106,80,75.3
P1142,Noa Biton,female,21,right,one_handed,7.0,4.8,3.8,156.0,36,28,78.0
P1143,Lior Avraham,female,13,right,one_handed,6.0,1.6,8.4,162.1,15,10,63.8
P1144,Ron Biton,male,48,right,one_handed,7.0,3.6,4.6,178.0,49,26,53.2
P1145,Ido Shapira,male,49,left,,4.0,11.1,0.8,180.9,44,24,53.6
P1146,Guy Azoulay,male,44,,two_handed,8.0,8.6,3.7,161.3,89,58,65.2
P1147,Noam Katz,male,31,right,two_handed,4.0,3.8,5.6,164.1,69,52,75.8
P1148,Guy Avraham,male,44,right,two_handed,8.0,3.7,3.4,181.3,11,7,63.4
P1149,Yotam Avraham,male,28,right,,8.0,6.9,1.7,153.8,47,40,84.8
P1150,Gal Friedman,female,30,right,two_handed,6.0,5.0,6.6,174.8,90,64,71.5
P1151,Noa Mizrahi,female,15,right,two_handed,6.0,3.9,2.6,147.4,62,36,57.7
P1152,Ido Shapira,male,33,right,one_handed,7.0,6.5,5.0,182.7,71,50,70.5
P1153,Yael Shapira,female,29,right,two_handed,1.0,6.4,3.6,157.9,39,23,59.3
P1154,Ron Mizrahi,male,129,right,two_handed,,2.7,2.5,227.5,45,24,54.2
P1155,Shira Azoulay,female,27,right,two_handed,6.0,5.8,12.6,190.7,24,22,92.7
P1156,Ido Shapira,male,27,right,two_handed,6.0,6.1,2.3,157.8,18,14,79.1
P1157,Hila Biton,female,50,left,two_handed,7.0,4.5,3.9,170.6,14,8,57.5
P1158,Noa Azoulay,female,39,right,two_handed,6.0,59.0,60.8,150.5,78,46,58.6
P1159,Lior Levi,female,28,right,two_handed,4.0,3.5,4.2,168.4,27,19,68.8
P1160,Ido Cohen,male,31,right,,6.0,2.1,12.0,174.3,73,61,83.1
P1161,Maya Peretz,female,29,right,two_handed,6.0,5.9,5.6,166.0,114,78,68.6
P1162,Omer Avraham,male,26,right,two_handed,6.0,1.1,2.5,168.7,86,61,71.2
P1163,Amit Peretz,male,15,right,two_handed,6.0,11.8,9.6,179.2,73,56,76.2
P1164,Roni Azoulay,female,26,left,two_handed,8.0,10.3,6.3,,22,21,93.6
P1165,Ron Mizrahi,male,19,right,two_handed,4.0,6.2,2.5,185.9,63,39,61.7
P1166,Adi Mizrahi,female,13,right,two_handed,6.0,8.3,8.7,152.7,108,60,55.9
P1167,Yael Friedman,female,34,right,two_handed,9.0,7.9,1.1,153.8,52,34,65.2
P1168,Noam Cohen,male,33,right,one_handed,3.0,5.1,1.4,188.8,100,55,55.3
P1169,Gal Katz,female,8,right,one_handed,6.0,4.0,0.7,140.5,87,43,49.6
P1170,Daniel Peretz,male,27,right,one_handed,5.0,3.7,0.4,191.3,39,29,75.3
P1171,Noam Azoulay,male,40,right,two_handed,5.0,12.1,8.2,185.8,25,17,69.0
P1172,Eitan Friedman,male,41,right,two_handed,4.0,2.4,4.2,169.6,11,6,51.1
P1173,Yael Cohen,female,40,left,two_handed,6.0,2.5,0.8,164.3,40,22,54.2
P1174,Noam Cohen,male,28,right,one_handed,10.0,8.8,3.5,177.0,46,42,92.2
P1175,Ron Cohen,male,18,left,one_handed,3.0,8.3,6.9,,82,55,67.3
P1176,Guy Azoulay,male,15,right,one_handed,4.0,3.8,1.9,176.5,72,39,54.0
P1177,Tamar Friedman,female,32,right,one_handed,3.0,6.7,2.8,166.4,62,33,53.4
P1178,Gal Biton,female,33,,two_handed,9.0,7.3,13.0,163.4,89,84,94.5
P1179,Yael Mizrahi,female,43,right,one_handed,5.0,45.6,65.0,164.6,94,46,49.4
P1180,Yael Shapira,female,41,right,one_handed,6.0,10.7,0.9,175.4,88,45,51.4
P1181,Adi Mizrahi,female,26,,,5.0,7.3,2.4,165.0,108,77,71.5
P1182,Ido Katz,male,13,,,4.0,6.3,0.7,163.8,49,27,54.5
P1183,Yotam Katz,male,24,,two_handed,6.0,7.3,5.9,171.5,100,79,79.4
P1184,Maya Mizrahi,female,31,right,one_handed,10.0,5.8,1.7,160.6,56,41,73.9
P1185,Yael Avraham,female,26,right,one_handed,9.0,46.7,59.3,153.8,30,23,75.2
P1186,Eitan Mizrahi,male,21,right,two_handed,4.0,5.1,13.8,170.0,26,22,83.4
P1187,Noam Peretz,male,31,,two_handed,7.0,1.4,,188.0,20,13,65.8
P1188,Gal Azoulay,female,22,left,two_handed,4.0,15.2,1.0,163.3,115,84,73.0
P1189,Omer Friedman,male,20,right,one_handed,2.0,4.3,1.4,181.6,28,14,50.7
P1190,Hila Shapira,female,32,right,,8.0,15.0,7.0,145.2,101,84,83.5
P1191,Guy Avraham,male,23,right,two_handed,8.0,5.2,5.4,180.5,96,79,82.3
P1192,Eitan Mizrahi,male,31,right,one_handed,8.0,2.9,2.3,174.7,58,41,70.1
P1193,Tamar Katz,female,31,right,,5.0,10.5,,161.1,110,76,69.5
P1194,Yotam Avraham,male,14,right,two_handed,6.0,6.1,5.1,,109,75,68.8
P1195,Amit Levi,male,22,right,two_handed,7.0,18.6,,172.0,111,101,91.2
P1196,Gal Biton,female,45,right,two_handed,7.0,2.9,3.2,148.0,64,36,57.0
P1197,Gal Friedman,female,14,right,two_handed,5.0,10.8,,166.4,42,27,63.6
P1198,Daniel Katz,male,8,right,two_handed,3.0,11.2,1.3,,14,7,47.0
P1199,Yotam Mizrahi,male,8,,two_handed,6.0,7.7,1.7,149.5,102,52,50.5
P1200,Gal Shapira,female,28,right,two_handed,8.0,11.2,5.7,157.3,106,87,82.5
P1201,Noa Peretz,female,28,left,one_handed,4.0,4.4,4.6,153.2,68,49,71.5
P1202,Yotam Mizrahi,male,27,right,two_handed,7.0,2.4,,177.8,17,12,72.5
P1203,Eitan Levi,male,43,right,one_handed,7.0,3.1,13.5,188.9,100,69,69.4
P1204,Guy Shapira,male,8,left,two_handed,8.0,4.9,6.4,153.6,42,27,63.7
P1205,Amit Peretz,male,33,right,two_handed,8.0,7.9,2.4,164.9,70,45,64.6
P1206,Guy Biton,male,47,right,two_handed,5.0,2.6,1.9,177.8,82,43,52.3
P1207,Shira Mizrahi,female,14,right,two_handed,3.0,3.7,,158.6,26,13,51.4
P1208,Ron Friedman,male,23,right,two_handed,,2.7,8.2,182.9,16,12,73.1
P1209,Ido Katz,male,19,left,two_handed,8.0,8.9,0.6,180.9,18,13,72.7
P1210,Adi Peretz,female,17,right,two_handed,5.0,14.9,4.5,141.1,115,84,73.4
P1211,Maya Azoulay,female,24,,two_handed,5.0,2.1,2.8,169.4,115,87,75.8
P1212,Eitan Cohen,male,45,right,two_handed,2.0,6.9,4.2,,56,25,44.8
P1213,Roni Levi,female,50,right,two_handed,10.0,9.6,0.9,153.6,56,35,61.9
P1214,Gal Avraham,female,24,right,one_handed,8.0,48.5,47.9,163.5,54,48,89.5
P1215,Adi Katz,female,51,right,two_handed,8.0,1.4,9.8,168.3,48,26,54.6
P1216,Guy Mizrahi,male,28,right,one_handed,8.0,10.4,6.0,162.9,69,66,95.6
P1217,Amit Avraham,male,49,right,one_handed,7.0,1.4,11.1,181.6,49,37,75.5
P1218,Lior Peretz,female,100,right,one_handed,6.0,12.5,2.7,244.0,77,49,63.6
P1219,Yotam Avraham,male,30,right,,6.0,2.7,4.4,176.4,51,36,70.1
P1220,Ariel Friedman,male,32,right,two_handed,5.0,1.2,6.0,169.1,79,50,63.2
P1221,Ariel Azoulay,male,66,,two_handed,10.0,3.3,4.8,168.2,113,72,63.7
P1222,Adi Biton,female,38,,two_handed,7.0,4.7,3.0,173.2,32,18,57.7
P1223,Roni Friedman,female,20,right,one_handed,5.0,5.4,3.2,152.9,16,11,70.9
P1224,Guy Avraham,male,40,right,two_handed,,7.3,9.2,184.5,67,46,68.6
P1225,Hila Peretz,female,24,right,two_handed,4.0,5.7,3.6,163.7,23,15,65.3
P1226,Omer Mizrahi,male,22,right,one_handed,9.0,14.2,7.9,175.2,35,32,92.7
P1227,Lior Azoulay,female,39,right,two_handed,5.0,4.5,3.5,151.3,96,54,56.6
P1228,Adi Mizrahi,female,28,right,,7.0,5.9,,163.8,55,42,76.1
P1229,Eitan Katz,male,31,right,one_handed,,5.6,,180.9,70,47,67.4
P1230,Omer Levi,male,28,right,two_handed,7.0,1.0,5.7,165.3,95,83,87.2
P1231,Omer Shapira,male,32,right,two_handed,6.0,1.8,2.1,180.0,24,15,61.6
P1232,Lior Levi,female,33,right,one_handed,6.0,4.9,4.4,165.7,62,40,65.0
P1233,Shira Azoulay,female,8,right,two_handed,6.0,6.4,2.1,,13,7,51.8
P1234,Yael Friedman,female,36,right,two_handed,5.0,0.7,2.6,171.8,64,36,56.7
P1235,Tamar Cohen,female,16,right,two_handed,,14.6,2.8,147.4,34,26,76.0
P1236,Omer Friedman,male,11,right,two_handed,9.0,6.8,3.2,163.8,110,77,70.1
P1237,Tamar Friedman,female,27,right,two_handed,6.0,4.7,,178.0,38,27,71.1
P1238,Omer Peretz,male,29,right,one_handed,4.0,6.6,2.5,,32,19,60.1
P1239,Noam Mizrahi,male,20,right,one_handed,,3.2,4.1,179.1,11,7,66.0
P1240,Maya Katz,female,38,right,two_handed,8.0,5.4,7.9,162.6,24,16,68.0
P1241,Tamar Katz,female,12,right,two_handed,7.0,6.0,5.6,147.9,33,18,55.5
P1242,Ariel Peretz,male,23,right,two_handed,7.0,10.5,0.6,173.6,35,29,82.2
P1243,Eitan Shapira,male,21,left,,5.0,4.2,0.9,180.4,91,58,64.0
P1244,Yael Mizrahi,female,27,right,two_handed,7.0,1.4,4.9,158.5,107,89,83.3
P1245,Roni Cohen,female,31,right,two_handed,5.0,2.4,2.4,171.1,104,75,72.2
P1246,Yael Avraham,female,16,right,two_handed,5.0,4.0,0.8,,115,64,55.9
P1247,Guy Levi,male,37,left,one_handed,8.0,1.5,2.3,175.5,108,72,66.7
P1248,Yotam Mizrahi,male,29,right,two_handed,8.0,2.1,5.0,165.2,60,43,72.4
P1249,Daniel Avraham,male,8,left,,4.0,2.4,2.8,141.2,52,28,53.9
P1250,Hila Mizrahi,female,8,left,two_handed,,3.8,3.8,147.2,81,40,50.0
P1251,Yael Mizrahi,female,28,right,one_handed,6.0,6.7,3.0,164.5,45,30,67.2
P1252,Yotam Katz,male,25,right,two_handed,9.0,3.6,2.0,183.0,76,60,79.6
P1253,Noam Avraham,male,27,right,two_handed,2.0,7.0,4.4,171.7,119,78,65.3
P1254,Guy Shapira,male,28,right,one_handed,7.0,4.7,0.7,182.6,31,22,70.7
P1255,Shira Avraham,female,31,right,one_handed,3.0,2.2,1.8,,94,57,60.8
P1256,Hila Biton,female,39,right,two_handed,5.0,6.1,6.4,159.1,112,62,55.0
P1257,Yotam Mizrahi,male,15,right,two_handed,5.0,5.5,0.9,169.8,69,46,66.8
P1258,Ron Katz,male,14,right,two_handed,5.0,7.2,,160.4,49,27,54.8
P1259,Tamar Levi,female,15,right,two_handed,5.0,8.2,2.6,177.9,38,26,68.8
P1260,Noam Mizrahi,male,31,right,two_handed,6.0,10.7,2.4,175.2,28,19,68.0
P1261,Roni Shapira,female,43,right,one_handed,5.0,6.9,6.8,,45,25,56.2
P1262,Yotam Katz,male,23,right,two_handed,3.0,5.3,7.7,171.7,92,65,70.9
P1263,Ron Friedman,male,8,right,one_handed,8.0,7.2,1.4,143.6,66,38,57.5
P1264,Gal Cohen,female,8,right,two_handed,,3.4,3.2,139.1,34,21,62.4
P1265,Guy Levi,male,18,left,,8.0,3.2,0.5,184.8,69,55,79.9
P1266,Amit Biton,male,21,left,two_handed,3.0,11.7,6.5,,98,82,83.7
P1267,Yotam Katz,male,23,left,two_handed,7.0,3.1,3.5,,11,9,78.2
P1268,Ron Biton,male,28,right,two_handed,7.0,2.4,0.9,177.2,12,9,72.9
P1269,Ariel Cohen,male,24,right,two_handed,4.0,6.9,1.9,180.0,115,76,66.1
P1270,Eitan Levi,male,41,right,one_handed,6.0,3.4,1.3,,92,43,46.9
P1271,Amit Avraham,male,20,right,one_handed,6.0,8.1,1.8,178.8,73,48,65.3
P1272,Guy Friedman,male,18,left,one_handed,10.0,10.2,0.6,181.2,109,87,79.4
P1273,Gal Cohen,female,34,right,two_handed,10.0,2.7,9.1,170.8,74,60,81.2
P1274,Hila Cohen,female,10,right,two_handed,3.0,7.5,,137.8,67,25,37.9
P1275,Eitan Mizrahi,male,33,right,two_handed,10.0,3.0,3.7,168.3,33,25,76.1
P1276,Amit Cohen,male,29,right,two_handed,4.0,4.0,5.0,167.3,99,76,77.1
P1277,Omer Avraham,male,26,right,two_handed,8.0,5.9,7.7,165.3,94,87,92.9
P1278,Hila Levi,female,47,right,two_handed,8.0,3.2,,171.4,42,23,54.5
P1279,Noa Friedman,female,21,left,two_handed,4.0,5.5,2.9,167.3,91,57,62.8
P1280,Yotam Katz,male,53,right,two_handed,7.0,4.3,3.9,176.6,89,53,59.1
P1281,Yotam Azoulay,male,25,right,two_handed,6.0,8.2,1.4,155.3,20,13,64.1
P1282,Ido Azoulay,male,13,right,two_handed,7.0,8.3,,183.4,27,19,68.7
P1283,Daniel Mizrahi,male,29,right,two_handed,6.0,3.2,2.9,168.8,75,53,70.3
P1284,Yael Cohen,female,15,right,,8.0,6.0,0.3,178.4,78,57,73.2
P1285,Daniel Peretz,male,19,right,two_handed,6.0,9.1,2.1,164.4,82,52,62.9
P1286,Ron Katz,male,33,right,two_handed,6.0,2.1,2.5,169.5,51,35,68.4
P1287,Yotam Cohen,male,35,left,two_handed,8.0,4.3,12.2,158.4,101,84,82.8
P1288,Guy Peretz,male,21,right,one_handed,7.0,5.8,8.4,178.9,59,47,80.3
P1289,Ron Mizrahi,male,40,right,two_handed,7.0,2.0,5.0,167.2,32,17,53.2
P1290,Tamar Mizrahi,female,42,right,two_handed,5.0,3.5,6.6,156.4,22,13,58.0
P1291,Noam Katz,male,45,right,,4.0,13.2,1.5,165.0,106,59,55.3
P1292,Yael Friedman,female,34,right,,5.0,3.1,4.0,171.2,87,61,69.6
P1293,Yotam Avraham,male,44,left,one_handed,5.0,3.4,6.1,181.7,60,38,62.5
P1294,Yael Azoulay,female,8,right,one_handed,8.0,6.8,1.5,155.5,33,18,54.6
P1295,Yael Levi,female,24,right,,8.0,1.8,0.9,159.5,20,14,69.0
P1296,Adi Levi,female,18,right,two_handed,6.0,4.3,4.6,166.8,26,16,61.4
P1297,Hila Peretz,female,29,right,two_handed,9.0,2.4,1.0,154.7,21,17,82.0
P1298,Roni Friedman,female,21,right,one_handed,9.0,5.5,5.3,162.3,68,53,77.5
