player_id,full_name,gender,age,dominant_hand,backhand_type,fitness_level,years_playing,weekly_training_hours,height_cm,matches_played,matches_won,success_rate
P1045,Amit Mizrahi,male,40,right,,5.0,5.2,10.0,174.8,23,16,69.5
P1046,Eitan Katz,male,18,left,two_handed,6.0,8.3,6.7,175.5,97,83,85.6
P1047,Hila Cohen,female,11,right,,4.0,1.3,3.2,141.5,59,32,53.6
P1048,Hila Azoulay,female,27,right,two_handed,8.0,10.3,3.3,163.9,15,13,83.5
P1049,Shira Friedman,female,20,right,one_handed,8.0,5.3,7.3,171.8,43,37,84.9
P1050,Omer Mizrahi,male,32,right,two_handed,7.0,4.5,4.6,187.6,27,19,69.9
P1051,Amit Avraham,male,45,right,two_handed,4.0,2.5,1.9,185.4,84,38,44.9
P1052,Ron Cohen,male,28,right,two_handed,7.0,8.6,6.1,169.9,51,47,92.5
P1053,Amit Levi,male,25,right,two_handed,6.0,3.0,0.7,177.9,96,65,67.4
P1054,Tamar Katz,female,23,right,two_handed,8.0,2.6,3.4,157.4,102,79,77.6
P1055,Shira Azoulay,female,33,,two_handed,5.0,1.6,11.4,161.6,19,15,77.8
P1056,Eitan Friedman,male,35,left,two_handed,6.0,4.3,3.2,190.3,13,8,64.1
P1057,Yotam Biton,male,46,right,two_handed,6.0,2.3,2.4,156.9,71,44,61.7
P1058,Ido Avraham,male,21,right,two_handed,7.0,4.0,,186.2,59,48,81.9
P1059,Ron Azoulay,male,45,right,two_handed,7.0,5.5,6.7,169.2,14,7,51.3
P1060,Ron Friedman,male,23,right,two_handed,5.0,12.2,,175.6,113,89,78.9
P1061,Guy Avraham,male,42,right,two_handed,8.0,7.4,7.2,184.0,16,11,66.9
P1062,Maya Cohen,female,20,left,two_handed,6.0,6.0,1.8,155.8,78,58,74.5
P1063,Yael Biton,female,24,left,two_handed,,11.6,3.9,152.5,72,57,79.2
P1064,Yael Avraham,female,57,right,two_handed,3.0,5.0,5.2,163.9,54,27,50.4
P1065,Yael Avraham,female,40,right,two_handed,7.0,4.5,9.5,161.5,12,7,60.3
P1066,Omer Peretz,male,47,left,two_handed,7.0,4.8,1.6,173.2,51,27,53.8
P1067,Adi Friedman,female,10,right,two_handed,3.0,8.8,2.4,142.1,20,9,46.4
P1068,Daniel Azoulay,male,23,right,two_handed,7.0,5.7,,,80,60,75.6
P1069,Ariel Shapira,male,38,right,two_handed,7.0,4.7,1.8,171.4,37,19,50.5
P1070,Omer Mizrahi,male,30,left,two_handed,7.0,0.3,1.1,174.2,92,75,81.2
P1071,Roni Friedman,female,8,right,,2.0,3.6,3.8,148.0,97,47,48.1
P1072,Ido Biton,male,8,right,one_handed,7.0,1.4,4.1,145.4,112,60,53.3
P1073,Lior Friedman,female,45,right,one_handed,4.0,3.2,1.8,165.8,110,39,35.2
P1074,Maya Shapira,female,8,right,two_handed,,4.5,,151.5,14,6,45.6
P1075,Daniel Peretz,male,26,right,two_handed,,5.2,3.5,176.0,69,49,71.0
P1076,Yael Levi,female,34,left,two_handed,4.0,2.2,7.0,160.1,56,35,62.2
P1077,Lior Peretz,female,52,,two_handed,,3.5,9.3,160.0,16,11,68.4
P1078,Tamar Friedman,female,37,right,two_handed,9.0,45.5,52.8,153.5,88,50,56.9
P1079,Noam Azoulay,male,31,right,one_handed,5.0,3.0,3.8,176.8,52,36,68.5
P1080,Yotam Friedman,male,17,right,two_handed,5.0,1.4,1.9,169.8,108,59,54.7
P1081,Yael Katz,female,16,right,two_handed,8.0,1.5,5.1,161.3,15,10,67.8
P1082,Yotam Katz,male,21,right,one_handed,8.0,2.5,0.9,174.0,68,49,72.5
P1083,Hila Katz,female,19,right,one_handed,10.0,5.9,,180.4,115,85,74.2
P1084,Noam Biton,male,52,right,two_handed,6.0,8.2,2.4,175.0,117,63,53.7
P1085,Noa Cohen,female,8,right,two_handed,3.0,5.9,7.5,,50,23,45.2
P1086,Shira Katz,female,32,right,one_handed,5.0,15.9,6.9,184.2,104,79,76.1
P1087,Noa Mizrahi,female,25,right,one_handed,10.0,7.6,3.7,,89,71,80.3
P1088,Adi Cohen,female,54,left,two_handed,7.0,0.5,7.3,165.7,94,54,57.3
P1089,Gal Levi,female,45,right,two_handed,2.0,3.2,13.0,159.1,84,48,57.3
P1090,Guy Shapira,male,36,right,two_handed,4.0,13.2,10.9,,41,30,72.0
P1091,Shira Levi,female,39,right,two_handed,4.0,5.0,1.0,165.6,64,27,42.7
P1092,Hila Shapira,female,40,right,two_handed,8.0,0.7,4.8,166.2,10,6,55.3
P1093,Tamar Azoulay,female,25,right,one_handed,5.0,5.7,5.2,172.2,49,38,77.0
P1094,Noam Mizrahi,male,37,right,one_handed,9.0,4.2,9.7,166.1,101,75,74.5
P1095,Yael Peretz,female,28,left,two_handed,5.0,3.9,4.6,167.9,111,82,73.7
P1096,Yotam Friedman,male,33,right,one_handed,8.0,1.8,4.3,187.8,98,69,70.5
P1097,Daniel Katz,male,19,right,two_handed,8.0,1.0,1.3,158.7,18,13,73.2
P1098,Ariel Levi,male,22,,two_handed,1.0,1.7,2.2,166.4,99,62,62.8
P1099,Daniel Azoulay,male,8,left,two_handed,6.0,4.4,2.8,146.3,42,23,54.2
P1100,Lior Avraham,female,8,right,one_handed,3.0,5.5,2.3,127.8,72,35,49.1
P1101,Maya Mizrahi,female,20,right,two_handed,5.0,7.0,5.3,170.3,11,8,68.5
P1102,Eitan Cohen,male,46,right,two_handed,8.0,4.2,3.8,176.5,29,16,54.0
P1103,Ido Katz,male,43,right,one_handed,9.0,3.0,1.1,173.6,33,18,54.9
P1104,Ido Shapira,male,25,,two_handed,5.0,2.2,6.6,170.8,107,83,77.5
P1105,Adi Katz,female,41,right,one_handed,3.0,16.7,4.4,163.2,61,31,50.2
P1106,Ron Friedman,male,28,right,two_handed,5.0,8.1,5.3,171.6,24,19,80.1
P1107,Ido Katz,male,29,right,two_handed,9.0,2.7,12.1,178.4,65,59,91.1
P1108,Amit Cohen,male,28,right,two_handed,9.0,5.2,5.1,171.9,118,102,86.5
P1109,Noa Levi,female,24,right,,,9.1,11.1,168.8,85,73,86.0
P1110,Adi Cohen,female,25,right,two_handed,,4.6,9.9,150.0,72,59,81.3
P1111,Noam Mizrahi,male,23,right,one_handed,7.0,3.6,4.6,166.4,26,20,77.1
P1112,Yotam Shapira,male,54,right,two_handed,4.0,2.0,,187.1,55,22,40.1
P1113,Roni Azoulay,female,26,right,,8.0,8.8,2.6,165.8,87,72,82.4
P1114,Noam Biton,male,41,right,two_handed,10.0,2.5,5.9,176.8,60,38,63.7
P1115,Ido Peretz,male,26,right,two_handed,3.0,5.6,1.9,174.0,37,25,66.4
P1116,Shira Mizrahi,female,33,left,one_handed,,2.0,3.4,172.9,84,43,50.7
P1117,Ron Friedman,male,17,right,one_handed,5.0,3.9,4.3,173.3,52,37,72.0
P1118,Adi Peretz,female,48,right,two_handed,8.0,1.5,0.7,166.5,94,46,49.3
P1119,Ariel Biton,male,32,right,one_handed,8.0,2.6,11.4,181.4,64,54,83.6
P1120,Daniel Azoulay,male,18,left,two_handed,9.0,5.9,,,62,49,78.8
P1121,Tamar Azoulay,female,22,right,one_handed,5.0,2.7,,161.3,27,21,77.7
P1122,Yotam Mizrahi,male,25,right,two_handed,2.0,2.8,2.8,180.8,67,40,60.4
P1123,Roni Azoulay,female,27,right,two_handed,5.0,7.3,9.4,180.5,70,58,83.2
P1124,Omer Peretz,male,8,right,two_handed,7.0,14.0,3.2,158.4,38,21,54.3
P1125,Noam Peretz,male,30,right,two_handed,6.0,3.3,9.9,182.7,115,89,77.6
P1126,Noa Peretz,female,33,right,two_handed,9.0,7.8,2.0,166.6,69,53,76.4
P1127,Adi Katz,female,14,right,two_handed,8.0,2.4,3.6,159.8,73,47,64.2
P1128,Ido Peretz,male,25,right,one_handed,5.0,8.1,6.2,172.3,90,66,72.8
P1129,Amit Katz,male,35,right,two_handed,5.0,2.1,0.8,170.8,96,45,46.5
P1130,Tamar Biton,female,33,right,two_handed,4.0,4.3,2.1,150.2,53,29,54.8
P1131,Hila Mizrahi,female,15,right,two_handed,6.0,3.6,4.2,,41,25,61.2
P1132,Ido Biton,male,28,right,,6.0,6.5,2.5,167.1,108,80,74.4
P1133,Hila Azoulay,female,8,right,two_handed,6.0,2.0,0.8,146.5,80,43,53.6
P1134,Guy Mizrahi,male,14,right,two_handed,7.0,1.4,7.9,152.2,29,20,69.3
P1135,Ariel Katz,male,19,right,,8.0,6.1,4.1,172.3,76,56,73.4
P1136,Noam Mizrahi,male,18,left,two_handed,7.0,1.9,8.6,175.5,71,53,74.2
P1137,Noa Cohen,female,37,right,two_handed,4.0,11.1,2.4,,87,46,52.7
P1138,Yotam Cohen,male,8,right,,4.0,6.7,3.8,151.3,95,58,60.7
P1139,Maya Mizrahi,female,53,right,two_handed,6.0,3.4,,151.3,108,74,68.4
P1140,Guy Mizrahi,male,35,right,one_handed,9.0,2.5,3.2,173.5,17,11,64.2
P1141,Lior Friedman,female,33,right,two_handed,7.0,4.1,2.7,172.4,55,34,62.1
P1142,Gal Mizrahi,female,15,right,two_handed,3.0,9.8,1.9,163.3,33,18,55.4
P1143,Adi Peretz,female,29,,two_handed,5.0,11.6,1.1,166.4,82,63,77.4
P1144,Noam Levi,male,23,right,one_handed,7.0,1.8,5.2,183.5,70,52,74.7
P1145,Yael Friedman,female,24,left,one_handed,5.0,1.8,7.7,169.7,103,84,81.5
P1146,Ron Avraham,male,12,right,two_handed,6.0,6.1,8.1,160.5,61,42,69.3
P1147,Roni Shapira,female,19,right,one_handed,6.0,4.7,4.9,179.2,75,54,71.9
P1148,Gal Cohen,female,11,right,,3.0,5.1,1.5,152.9,74,33,45.1
P1149,Maya Azoulay,female,13,right,one_handed,6.0,11.3,0.7,168.6,35,19,55.1
P1150,Roni Avraham,female,23,right,two_handed,4.0,1.4,6.6,167.4,98,75,76.2
P1151,Yael Azoulay,female,39,right,one_handed,3.0,6.8,8.9,169.1,100,50,50.1
P1152,Shira Azoulay,female,31,right,one_handed,,5.7,,165.2,113,67,59.7
P1153,Tamar Biton,female,23,right,one_handed,9.0,2.7,4.3,170.1,107,90,84.2
P1154,Guy Biton,male,55,right,two_handed,9.0,3.1,5.8,169.6,67,43,64.1
P1155,Ron Friedman,male,17,,two_handed,7.0,0.9,3.2,164.3,84,56,66.8
P1156,Noa Avraham,female,30,right,one_handed,7.0,4.6,3.2,169.7,82,62,75.4
P1157,Eitan Mizrahi,male,11,right,two_handed,7.0,6.2,,159.1,84,52,62.1
P1158,Ariel Katz,male,19,right,two_handed,2.0,4.1,6.8,,23,16,69.5
P1159,Yael Shapira,female,28,right,two_handed,7.0,1.2,6.4,159.6,16,11,71.8
P1160,Gal Biton,female,31,right,two_handed,5.0,9.7,6.0,,13,9,70.0
P1161,Shira Azoulay,female,8,left,two_handed,9.0,7.3,4.6,134.4,63,44,70.1
P1162,Hila Peretz,female,49,right,one_handed,7.0,2.1,8.0,164.8,41,23,56.7
P1163,Shira Shapira,female,26,right,one_handed,8.0,7.5,,176.7,47,39,82.3
P1164,Noa Avraham,female,20,right,two_handed,,6.8,4.4,162.9,35,26,74.1
P1165,Ariel Avraham,male,34,right,one_handed,4.0,2.2,2.0,196.9,104,60,58.0
P1166,Noam Avraham,male,35,right,two_handed,4.0,3.0,3.4,187.1,86,50,57.8
P1167,Maya Avraham,female,22,right,two_handed,6.0,20.5,1.1,163.9,94,74,79.1
P1168,Eitan Cohen,male,44,left,two_handed,7.0,3.6,1.1,175.6,89,48,53.6
P1169,Ido Levi,male,41,left,two_handed,7.0,8.3,1.1,177.5,27,16,59.2
P1170,Ariel Mizrahi,male,8,right,one_handed,5.0,10.5,,152.4,106,64,60.6
P1171,Lior Mizrahi,female,50,right,two_handed,8.0,6.4,2.6,167.5,57,39,68.3
P1172,Gal Biton,female,29,right,two_handed,5.0,2.9,1.0,156.5,72,48,67.1
P1173,Roni Peretz,female,61,right,one_handed,9.0,3.7,2.9,163.2,27,15,56.7
P1174,Lior Katz,female,23,right,one_handed,8.0,1.5,0.4,167.7,108,69,63.9
P1175,Amit Avraham,male,13,right,one_handed,3.0,1.1,0.4,168.8,41,18,43.9
P1176,Gal Friedman,female,28,,,6.0,3.2,1.4,177.5,62,41,65.7
P1177,Amit Biton,male,19,,two_handed,3.0,5.3,4.2,180.3,85,50,58.7
P1178,Noam Mizrahi,male,47,right,,4.0,18.0,7.0,176.5,42,25,59.0
P1179,Ido Biton,male,51,left,one_handed,6.0,2.0,4.6,176.3,114,66,57.6
P1180,Shira Avraham,female,15,right,one_handed,6.0,7.9,4.4,156.9,84,50,59.5
P1181,Gal Katz,female,29,right,one_handed,6.0,3.7,4.2,158.7,102,70,68.2
P1182,Ido Avraham,male,41,right,two_handed,3.0,2.7,3.8,177.1,93,47,50.9
P1183,Lior Cohen,female,32,right,two_handed,6.0,2.6,4.5,156.6,25,18,73.1
P1184,Lior Friedman,female,57,right,two_handed,5.0,4.9,4.1,159.1,59,29,48.7
P1185,Ron Azoulay,male,18,right,,5.0,6.8,9.4,174.4,66,45,68.9
P1186,Yael Avraham,female,36,right,one_handed,7.0,3.7,8.8,163.1,13,9,66.3
P1187,Ariel Mizrahi,male,101,right,one_handed,,4.4,4.1,242.3,16,11,71.4
P1188,Ido Levi,male,42,right,two_handed,7.0,4.7,1.3,180.1,25,15,61.1
P1189,Daniel Cohen,male,15,left,one_handed,9.0,2.8,1.8,184.7,81,53,65.7
P1190,Guy Mizrahi,male,116,right,two_handed,,14.8,8.4,222.1,59,43,72.5
P1191,Ido Peretz,male,13,right,one_handed,5.0,14.3,3.8,164.5,107,73,68.2
P1192,Omer Shapira,male,17,right,two_handed,4.0,10.0,3.6,184.2,12,8,63.2
P1193,Ido Azoulay,male,29,right,,7.0,2.7,1.1,175.5,14,10,70.6
P1194,Omer Mizrahi,male,24,right,one_handed,5.0,2.7,2.0,175.9,45,31,69.1
P1195,Lior Friedman,female,34,right,two_handed,4.0,3.1,12.0,168.7,110,66,60.3
P1196,Roni Biton,female,17,right,two_handed,8.0,2.5,6.6,165.0,89,66,74.5
P1197,Shira Mizrahi,female,27,right,two_handed,10.0,2.5,0.7,168.0,102,85,83.6
P1198,Tamar Katz,female,23,right,two_handed,5.0,1.4,7.0,160.0,83,56,67.5
P1199,Roni Katz,female,15,right,two_handed,6.0,6.5,5.9,183.7,50,35,69.2
P1200,Yael Cohen,female,30,right,one_handed,7.0,1.1,3.7,169.8,33,25,76.2
P1201,Tamar Levi,female,8,right,two_handed,4.0,4.3,1.1,141.8,112,55,48.9
P1202,Eitan Avraham,male,22,left,two_handed,4.0,2.1,7.5,169.8,39,25,64.4
P1203,Noa Levi,female,25,right,,3.0,6.2,6.8,175.2,50,40,79.3
P1204,Noam Cohen,male,13,right,one_handed,3.0,11.8,5.6,162.9,30,18,61.2
P1205,Maya Biton,female,23,left,one_handed,7.0,4.1,7.6,159.7,37,32,87.5
P1206,Hila Cohen,female,37,right,two_handed,,7.1,3.0,166.9,110,68,62.1
P1207,Eitan Shapira,male,27,right,two_handed,,16.9,2.0,175.9,28,21,75.4
P1208,Amit Avraham,male,33,left,two_handed,4.0,6.5,6.8,174.6,74,52,69.9
P1209,Yotam Levi,male,32,right,two_handed,7.0,5.6,0.9,180.1,114,82,71.9
P1210,Hila Shapira,female,51,right,two_handed,5.0,2.5,5.6,163.7,60,34,56.8
P1211,Ariel Cohen,male,31,right,two_handed,4.0,17.0,5.8,169.8,117,99,84.2
P1212,Shira Levi,female,48,right,two_handed,8.0,7.0,3.8,166.0,46,26,56.0
P1213,Ron Cohen,male,29,right,,7.0,4.4,0.7,185.4,96,69,72.1
P1214,Amit Shapira,male,13,right,two_handed,5.0,2.5,,,24,14,59.8
P1215,Ron Avraham,male,28,right,two_handed,7.0,4.4,1.6,184.7,118,95,80.3
P1216,Adi Avraham,female,18,right,one_handed,6.0,5.1,,156.8,105,66,62.5
P1217,Maya Mizrahi,female,49,left,one_handed,7.0,5.5,6.3,178.8,90,57,63.1
P1218,Daniel Shapira,male,30,right,one_handed,6.0,7.2,2.0,174.3,100,64,64.0
P1219,Yael Katz,female,30,right,one_handed,3.0,3.3,9.2,165.4,119,90,75.5
P1220,Daniel Cohen,male,42,right,one_handed,8.0,2.7,5.0,177.2,105,63,60.0
P1221,Amit Biton,male,58,right,one_handed,4.0,5.8,2.8,183.5,41,22,52.5
P1222,Ido Shapira,male,39,left,,7.0,1.9,2.0,166.1,89,56,63.1
P1223,Daniel Friedman,male,18,right,two_handed,7.0,49.6,58.1,174.9,72,54,75.4
P1224,Ido Cohen,male,19,right,two_handed,7.0,1.1,1.1,180.1,89,66,74.1
P1225,Yael Levi,female,36,right,two_handed,6.0,2.2,1.9,166.1,35,19,53.9
P1226,Daniel Avraham,male,17,,,,2.8,6.3,176.6,105,64,60.9
P1227,Noa Biton,female,50,right,two_handed,6.0,2.5,1.2,164.8,110,47,43.0
P1228,Yael Shapira,female,16,right,two_handed,8.0,15.4,0.6,168.2,48,33,69.2
P1229,Ariel Mizrahi,male,25,right,two_handed,3.0,3.1,6.1,191.0,58,40,69.5
P1230,Ariel Avraham,male,28,right,two_handed,6.0,2.9,,173.0,36,26,71.0
P1231,Guy Shapira,male,27,right,one_handed,7.0,7.9,6.9,171.0,54,45,83.6
P1232,Hila Shapira,female,32,right,two_handed,8.0,4.3,4.0,144.8,85,64,74.9
P1233,Eitan Peretz,male,16,right,,5.0,9.5,6.4,169.6,72,51,70.2
P1234,Ariel Avraham,male,27,right,,6.0,18.2,1.5,170.5,73,67,91.8
P1235,Noam Katz,male,13,right,one_handed,7.0,3.4,1.9,151.7,35,24,67.6
P1236,Hila Katz,female,24,,two_handed,4.0,9.2,,156.0,40,29,73.0
P1237,Daniel Shapira,male,31,left,two_handed,3.0,9.6,5.0,174.9,109,75,68.9
P1238,Roni Avraham,female,24,left,two_handed,4.0,8.5,5.6,180.8,39,29,74.0
P1239,Ido Friedman,male,20,right,two_handed,3.0,0.5,2.6,178.6,100,58,58.4
P1240,Shira Katz,female,31,,one_handed,8.0,7.5,2.7,147.6,62,45,73.1
P1241,Eitan Shapira,male,37,right,two_handed,9.0,2.1,3.6,182.2,13,9,66.3
P1242,Omer Friedman,male,32,right,two_handed,7.0,4.2,3.0,170.2,52,40,77.0
P1243,Eitan Azoulay,male,20,right,one_handed,6.0,4.9,9.5,167.1,85,65,76.7
P1244,Omer Peretz,male,29,right,two_handed,6.0,8.3,3.9,185.1,29,22,76.5
P1245,Noa Peretz,female,44,left,two_handed,3.0,7.0,,,96,53,55.4
P1246,Yotam Levi,male,28,right,two_handed,5.0,11.9,2.0,171.0,31,25,79.6
P1247,Ariel Katz,male,27,left,two_handed,6.0,1.5,8.1,175.7,28,20,72.3
P1248,Guy Levi,male,22,,two_handed,8.0,1.8,,166.8,89,65,72.7
P1249,Roni Friedman,female,19,left,one_handed,6.0,1.2,8.4,166.2,74,58,78.5
P1250,Maya Cohen,female,16,right,one_handed,,1.9,5.1,,87,48,55.3
P1251,Noam Cohen,male,23,right,one_handed,5.0,6.1,2.5,166.7,34,23,66.6
P1252,Shira Mizrahi,female,29,left,two_handed,8.0,7.0,3.9,,42,31,74.5
P1253,Yael Cohen,female,16,right,,7.0,5.1,1.3,163.1,72,37,51.9
P1254,Maya Friedman,female,35,right,two_handed,8.0,11.6,3.1,164.6,93,63,67.9
P1255,Maya Peretz,female,16,right,one_handed,5.0,1.2,0.9,174.2,102,58,56.5
P1256,Yael Biton,female,43,right,two_handed,2.0,12.8,5.9,160.3,61,35,57.9
P1257,Yael Avraham,female,33,right,two_handed,2.0,3.0,1.1,165.3,20,10,49.3
P1258,Ron Biton,male,25,,one_handed,,4.6,4.6,179.7,103,76,74.0
P1259,Noa Cohen,female,12,right,two_handed,7.0,12.8,,141.3,89,63,70.4
P1260,Yotam Mizrahi,male,28,right,one_handed,,3.6,1.2,177.4,44,30,69.3
P1261,Lior Levi,female,48,right,two_handed,5.0,10.0,1.7,172.5,84,40,48.1
P1262,Yotam Azoulay,male,22,right,,7.0,5.2,7.3,188.9,39,32,82.0
P1263,Ido Levi,male,21,right,two_handed,6.0,5.1,1.9,170.8,70,46,65.5
P1264,Yael Katz,female,31,right,two_handed,4.0,2.1,3.0,171.1,119,74,62.6
P1265,Roni Azoulay,female,54,left,one_handed,4.0,3.4,18.6,166.4,95,72,76.3
P1266,Gal Friedman,female,14,right,one_handed,5.0,3.9,3.6,166.2,72,46,63.5
P1267,Eitan Cohen,male,26,right,two_handed,1.0,6.6,4.5,183.3,13,10,76.6
P1268,Omer Friedman,male,48,right,two_handed,3.0,5.8,4.5,176.6,39,17,42.9
P1269,Ido Peretz,male,25,right,two_handed,,10.5,,174.9,28,26,92.1
P1270,Lior Mizrahi,female,39,right,one_handed,3.0,1.8,6.5,163.6,40,20,50.6
P1271,Daniel Friedman,male,18,,two_handed,6.0,2.1,3.5,172.5,27,19,70.9
P1272,Yotam Friedman,male,36,right,two_handed,,0.9,4.4,177.6,88,56,64.2
P1273,Ariel Friedman,male,14,,,4.0,2.1,2.3,176.7,112,64,57.5
P1274,Ron Azoulay,male,21,right,one_handed,3.0,3.1,3.4,,43,26,60.3
P1275,Ido Katz,male,9,right,one_handed,,12.4,11.1,160.8,14,12,87.4
P1276,Lior Azoulay,female,39,right,,,0.9,3.4,176.4,75,46,62.0
P1277,Noa Shapira,female,28,right,,6.0,1.9,2.8,159.0,106,62,58.6
P1278,Ido Peretz,male,38,left,two_handed,3.0,3.9,4.4,182.9,33,19,56.4
P1279,Eitan Peretz,male,19,right,,4.0,4.1,5.8,173.9,38,28,73.7
P1280,Noa Katz,female,16,right,two_handed,6.0,4.0,6.8,,114,65,57.4
P1281,Noa Biton,female,26,right,two_handed,5.0,2.3,4.6,175.3,72,52,71.7
P1282,Guy Shapira,male,29,right,one_handed,3.0,3.1,3.2,173.6,31,16,53.0
P1283,Adi Biton,female,28,right,two_handed,8.0,5.1,2.1,180.1,36,28,77.4
P1284,Amit Peretz,male,8,right,one_handed,4.0,5.2,13.1,157.6,30,18,60.1
P1285,Hila Katz,female,29,left,two_handed,,7.7,5.6,154.9,68,62,90.5
P1286,Ido Mizrahi,male,25,right,two_handed,4.0,4.6,1.9,200.2,61,36,59.1
P1287,Omer Biton,male,27,right,two_handed,6.0,16.1,0.1,187.1,89,73,81.8
P1288,Yotam Azoulay,male,10,right,one_handed,3.0,7.9,11.3,152.4,34,23,66.7
P1289,Eitan Shapira,male,32,right,two_handed,7.0,6.9,1.4,170.5,34,24,69.5
P1290,Omer Peretz,male,32,right,two_handed,8.0,2.7,1.1,176.5,27,16,61.0
P1291,Eitan Biton,male,9,right,one_handed,8.0,2.3,2.4,147.0,88,54,61.0
P1292,Ron Cohen,male,21,right,two_handed,7.0,3.2,10.1,181.4,26,22,86.4
P1293,Noam Biton,male,18,left,two_handed,,6.2,1.7,185.1,77,53,68.9
P1294,Hila Shapira,female,22,right,two_handed,5.0,2.2,2.9,165.8,48,32,65.8
P1295,Ido Avraham,male,22,right,two_handed,7.0,5.6,3.3,175.7,11,9,81.1
P1296,Tamar Friedman,female,29,left,two_handed,6.0,2.9,,,66,49,74.1
P1297,Yael Friedman,female,24,right,one_handed,,10.7,2.6,158.0,20,16,80.6
P1298,Ron Cohen,male,12,right,one_handed,3.0,4.2,12.1,162.3,28,17,62.4
P1299,Noa Cohen,female,30,right,two_handed,4.0,8.7,3.2,173.1,93,53,57.2
