player_id,full_name,gender,age,dominant_hand,backhand_type,fitness_level,years_playing,weekly_training_hours,height_cm,matches_played,matches_won,success_rate
P1046,Yotam Levi,male,33,right,two_handed,,2.0,3.1,171.0,13,9,70.5
P1047,Ron Friedman,male,29,right,one_handed,3.0,5.3,0.6,162.4,18,11,60.1
P1048,Roni Mizrahi,female,23,right,two_handed,7.0,9.5,2.9,168.4,94,73,77.9
P1049,Ron Avraham,male,46,right,two_handed,3.0,5.3,9.4,179.1,94,48,51.2
P1050,Daniel Cohen,male,34,right,two_handed,7.0,2.0,4.3,176.2,66,50,75.5
P1051,Maya Cohen,female,24,right,one_handed,7.0,3.7,3.2,167.1,14,11,77.8
P1052,Guy Shapira,male,8,right,one_handed,5.0,4.1,5.1,151.9,61,31,50.7
P1053,Ron Azoulay,male,12,left,two_handed,5.0,1.7,5.5,170.2,96,60,62.8
P1054,Eitan Azoulay,male,51,right,two_handed,5.0,14.7,2.2,182.0,37,20,53.4
P1055,Tamar Biton,female,8,right,one_handed,5.0,6.1,1.7,136.8,72,36,49.9
P1056,Gal Friedman,female,22,right,one_handed,7.0,6.9,,159.3,108,88,81.7
P1057,Amit Azoulay,male,34,right,two_handed,7.0,8.5,2.4,172.7,54,40,73.5
P1058,Shira Peretz,female,35,right,two_handed,7.0,3.3,2.7,162.2,96,49,50.8
P1059,Lior Mizrahi,female,18,right,one_handed,3.0,1.0,2.0,153.1,66,37,55.5
P1060,Daniel Peretz,male,25,right,two_handed,7.0,2.6,2.4,162.6,64,48,74.9
P1061,Guy Cohen,male,32,left,two_handed,5.0,3.6,1.6,178.5,80,56,70.4
P1062,Yotam Cohen,male,42,left,,7.0,6.4,3.9,187.7,80,48,60.1
P1063,Ariel Mizrahi,male,31,right,,5.0,6.2,1.4,,77,57,74.3
P1064,Lior Peretz,female,16,right,,7.0,1.9,2.7,,112,64,57.2
P1065,Yotam Levi,male,34,right,two_handed,5.0,1.4,7.1,,35,22,63.1
P1066,Lior Peretz,female,8,right,two_handed,4.0,3.0,6.1,146.6,16,7,42.1
P1067,Amit Katz,male,48,right,two_handed,4.0,4.5,,174.5,22,14,63.1
P1068,Noa Shapira,female,44,right,two_handed,7.0,1.6,15.0,173.3,119,88,73.6
P1069,Ariel Katz,male,23,right,two_handed,4.0,2.5,4.1,180.4,75,54,72.2
P1070,Roni Levi,female,32,right,one_handed,6.0,1.3,3.2,174.0,13,8,65.3
P1071,Roni Mizrahi,female,35,right,two_handed,6.0,0.6,2.4,,18,9,50.2
P1072,Lior Shapira,female,22,right,two_handed,5.0,5.4,7.6,176.4,70,56,79.6
P1073,Guy Cohen,male,8,right,one_handed,5.0,3.9,1.8,152.5,78,40,51.4
P1074,Ido Shapira,male,19,left,one_handed,4.0,8.9,5.7,174.1,20,17,83.4
P1075,Yotam Cohen,male,14,right,two_handed,8.0,8.9,3.6,178.3,50,39,78.4
P1076,Yotam Cohen,male,22,right,two_handed,5.0,1.5,4.0,181.0,115,83,72.3
P1077,Guy Mizrahi,male,35,right,one_handed,8.0,2.0,4.4,171.7,39,25,64.3
P1078,Adi Friedman,female,23,right,one_handed,7.0,1.5,1.0,171.1,38,23,60.0
P1079,Ron Katz,male,26,right,two_handed,8.0,2.0,5.8,178.3,14,12,86.4
P1080,Noa Friedman,female,28,,one_handed,6.0,7.6,5.7,163.0,73,54,74.6
P1081,Ido Friedman,male,13,right,two_handed,7.0,3.3,3.5,165.8,105,72,68.4
P1082,Gal Avraham,female,32,right,one_handed,4.0,3.5,3.6,159.5,49,29,58.2
P1083,Ron Shapira,male,43,left,one_handed,1.0,5.9,0.8,177.9,78,34,43.8
P1084,Amit Mizrahi,male,40,left,two_handed,8.0,0.2,3.0,172.2,84,52,62.2
P1085,Ariel Cohen,male,35,right,one_handed,7.0,6.1,6.2,176.9,100,71,70.8
P1086,Roni Katz,female,29,right,two_handed,,7.9,3.4,162.2,44,31,69.7
P1087,Tamar Avraham,female,45,right,two_handed,9.0,10.7,4.3,160.8,115,91,79.1
P1088,Maya Mizrahi,female,30,right,two_handed,4.0,4.5,11.7,172.4,51,39,76.3
P1089,Noa Biton,female,14,right,two_handed,5.0,7.0,9.4,150.0,23,18,77.2
P1090,Ariel Katz,male,13,right,two_handed,7.0,3.8,4.5,165.1,46,28,61.9
P1091,Omer Shapira,male,21,right,two_handed,7.0,4.9,2.6,169.8,103,77,75.0
P1092,Daniel Avraham,male,22,right,two_handed,6.0,10.8,4.4,162.5,21,18,85.1
P1093,Noa Biton,female,12,right,two_handed,,4.6,0.3,142.2,80,38,47.6
P1094,Guy Azoulay,male,31,,one_handed,7.0,1.8,,185.9,60,48,79.3
P1095,Daniel Levi,male,31,left,two_handed,6.0,9.9,1.2,191.9,25,20,81.5
P1096,Daniel Mizrahi,male,8,left,two_handed,8.0,6.5,1.1,148.2,50,34,68.3
P1097,Noa Shapira,female,26,right,two_handed,9.0,6.4,2.6,176.0,86,67,77.6
P1098,Daniel Azoulay,male,33,right,,7.0,2.8,1.5,172.4,68,37,55.1
P1099,Noam Levi,male,25,left,two_handed,5.0,4.8,3.6,172.3,55,43,77.9
P1100,Noam Avraham,male,40,right,one_handed,5.0,6.4,10.4,174.1,87,53,60.8
P1101,Daniel Friedman,male,18,right,two_handed,6.0,5.8,4.0,187.2,107,76,71.0
P1102,Ron Levi,male,28,right,two_handed,2.0,2.0,1.7,188.5,116,74,64.0
P1103,Daniel Katz,male,8,right,one_handed,7.0,0.4,3.8,154.6,27,16,58.5
P1104,Noa Friedman,female,21,right,two_handed,5.0,7.1,3.2,156.7,108,76,70.6
P1105,Ariel Katz,male,20,right,,6.0,10.6,16.9,177.4,62,60,96.9
P1106,Omer Katz,male,40,right,two_handed,3.0,3.3,7.1,164.1,11,5,49.6
P1107,Roni Azoulay,female,33,left,one_handed,5.0,3.3,4.7,167.6,99,66,67.0
P1108,Tamar Cohen,female,23,right,,7.0,1.2,11.7,180.4,63,51,81.0
P1109,Noam Friedman,male,33,left,two_handed,9.0,4.5,1.7,182.1,77,58,75.9
P1110,Yotam Biton,male,33,right,one_handed,9.0,9.0,2.9,187.7,62,44,70.3
P1111,Omer Avraham,male,15,,two_handed,4.0,12.4,3.4,173.3,33,23,70.7
P1112,Ron Shapira,male,25,right,two_handed,7.0,0.8,1.6,178.6,84,59,70.8
P1113,Amit Friedman,male,41,right,two_handed,2.0,6.6,2.3,190.1,72,32,44.9
P1114,Ido Azoulay,male,36,right,,9.0,9.4,1.7,175.5,102,72,70.1
P1115,Daniel Levi,male,50,right,two_handed,6.0,4.0,4.3,165.9,83,42,51.2
P1116,Ron Mizrahi,male,29,right,one_handed,1.0,4.7,4.9,191.9,76,43,57.2
P1117,Noam Biton,male,28,right,two_handed,5.0,2.3,3.1,163.4,97,73,75.0
P1118,Ido Avraham,male,46,,two_handed,6.0,1.0,1.7,180.8,57,26,45.8
P1119,Amit Avraham,male,37,right,,9.0,6.4,0.8,178.1,100,64,63.8
P1120,Maya Avraham,female,36,,one_handed,8.0,4.8,0.3,163.5,17,11,65.6
P1121,Adi Levi,female,17,left,one_handed,5.0,4.6,1.8,165.5,67,46,69.4
P1122,Roni Avraham,female,29,right,two_handed,6.0,1.6,9.0,167.3,76,57,74.5
P1123,Yotam Peretz,male,98,right,two_handed,7.0,2.3,1.0,240.4,47,32,67.1
P1124,Noa Cohen,female,14,right,one_handed,8.0,4.0,3.9,138.4,46,29,64.0
P1125,Amit Biton,male,20,right,one_handed,8.0,2.9,4.1,188.5,56,42,74.9
P1126,Lior Avraham,female,50,right,two_handed,8.0,3.7,12.6,156.6,102,65,63.9
P1127,Amit Katz,male,24,right,two_handed,7.0,12.6,1.9,,68,55,81.6
P1128,Amit Biton,male,22,right,two_handed,5.0,4.8,4.0,174.7,16,11,68.8
P1129,Ariel Friedman,male,33,,two_handed,1.0,3.3,,179.5,50,27,54.1
P1130,Omer Avraham,male,28,right,two_handed,,2.5,10.1,164.8,48,39,81.5
P1131,Eitan Biton,male,32,right,two_handed,6.0,4.9,8.2,170.8,100,74,74.3
P1132,Roni Katz,female,14,right,,6.0,2.8,1.4,160.3,109,64,58.9
P1133,Tamar Avraham,female,26,right,one_handed,4.0,1.7,4.9,165.7,25,20,78.4
P1134,Guy Mizrahi,male,32,right,one_handed,6.0,7.3,,181.7,81,68,83.7
P1135,Ariel Friedman,male,47,right,two_handed,,8.6,5.1,,39,24,61.4
P1136,Adi Mizrahi,female,32,right,two_handed,5.0,7.5,1.2,,47,27,57.3
P1137,Roni Katz,female,24,right,two_handed,6.0,4.6,5.5,179.7,88,70,79.9
P1138,Yael Biton,female,117,right,one_handed,9.0,9.9,3.6,220.8,64,49,76.7
P1139,Ron Avraham,male,31,right,one_handed,7.0,1.4,1.6,,101,72,71.5
P1140,Yael Biton,female,26,right,two_handed,6.0,3.6,17.7,170.1,90,82,90.6
P1141,Noam Katz,male,50,right,two_handed,10.0,13.6,4.3,177.0,44,33,75.2
P1142,Yotam Peretz,male,25,right,two_handed,4.0,0.9,,188.1,41,27,64.9
P1143,Omer Shapira,male,39,right,two_handed,6.0,1.2,7.8,176.1,70,44,62.2
P1144,Shira Friedman,female,8,right,one_handed,9.0,0.7,0.7,143.4,52,29,56.0
P1145,Noam Mizrahi,male,23,right,two_handed,7.0,10.0,10.5,182.5,104,95,91.3
P1146,Ron Cohen,male,47,right,one_handed,6.0,9.0,4.6,173.1,72,39,54.6
P1147,Tamar Mizrahi,female,47,right,two_handed,3.0,3.2,5.4,160.4,21,10,48.8
P1148,Roni Katz,female,39,right,two_handed,5.0,7.0,,165.4,109,50,45.8
P1149,Hila Shapira,female,33,right,two_handed,,1.0,0.5,171.0,59,37,62.2
P1150,Noam Shapira,male,17,right,two_handed,,2.4,7.4,183.6,30,24,79.2
P1151,Adi Mizrahi,female,52,right,one_handed,6.0,4.4,8.0,164.6,17,9,51.5
P1152,Guy Avraham,male,23,right,two_handed,4.0,5.5,4.9,185.4,116,76,65.7
P1153,Noa Azoulay,female,16,right,two_handed,5.0,1.1,1.5,156.3,106,62,58.9
P1154,Lior Avraham,female,14,right,one_handed,2.0,2.4,9.0,,59,31,52.5
P1155,Hila Avraham,female,54,right,one_handed,5.0,0.1,2.2,161.1,34,17,48.8
P1156,Maya Peretz,female,26,right,two_handed,7.0,7.0,2.1,163.6,40,32,80.0
P1157,Daniel Shapira,male,27,right,two_handed,6.0,5.1,6.7,174.5,117,91,77.7
P1158,Guy Avraham,male,40,right,two_handed,5.0,3.1,1.1,,15,7,44.2
P1159,Noa Avraham,female,8,right,two_handed,7.0,4.4,9.9,148.6,64,45,70.8
P1160,Daniel Friedman,male,29,right,one_handed,,17.3,,182.8,74,54,73.1
P1161,Eitan Peretz,male,29,right,,4.0,1.3,1.8,169.5,11,7,63.3
P1162,Noa Mizrahi,female,20,left,two_handed,5.0,11.7,6.8,145.0,18,15,81.3
P1163,Noam Katz,male,43,right,two_handed,5.0,1.4,3.1,179.8,112,57,50.7
P1164,Eitan Azoulay,male,38,right,one_handed,9.0,1.8,4.1,169.9,105,66,63.2
P1165,Ido Biton,male,25,right,one_handed,7.0,9.7,3.2,177.6,97,79,81.6
P1166,Ido Mizrahi,male,47,right,one_handed,7.0,6.2,1.8,171.3,99,50,50.9
P1167,Amit Levi,male,37,right,two_handed,4.0,0.5,3.4,179.3,68,43,62.7
P1168,Ariel Friedman,male,34,,two_handed,6.0,8.4,,174.4,50,35,70.2
P1169,Amit Levi,male,33,left,two_handed,8.0,6.1,3.4,161.9,93,79,84.9
P1170,Lior Avraham,female,45,right,,5.0,7.4,2.0,153.0,57,27,46.6
P1171,Noam Avraham,male,40,right,one_handed,3.0,4.1,7.4,179.9,29,15,52.6
P1172,Omer Azoulay,male,35,right,two_handed,10.0,2.2,3.1,169.0,22,16,71.1
P1173,Adi Cohen,female,31,left,two_handed,6.0,6.0,5.3,167.6,65,46,70.1
P1174,Adi Peretz,female,16,right,two_handed,8.0,6.8,3.4,164.5,28,20,72.8
P1175,Ido Avraham,male,24,right,two_handed,6.0,1.1,4.9,181.8,34,23,69.0
P1176,Adi Levi,female,20,right,two_handed,5.0,7.3,2.5,,85,63,74.1
P1177,Noa Avraham,female,34,,two_handed,4.0,2.4,2.5,163.7,75,52,69.3
P1178,Guy Shapira,male,36,right,two_handed,5.0,1.8,3.6,,13,8,60.6
P1179,Ido Shapira,male,29,,one_handed,8.0,7.3,4.8,172.8,94,68,72.4
P1180,Ron Peretz,male,39,right,two_handed,10.0,2.7,5.9,171.2,59,38,64.0
P1181,Lior Katz,female,20,right,two_handed,7.0,12.7,4.2,171.8,55,50,90.1
P1182,Yael Shapira,female,30,right,two_handed,5.0,3.5,,161.6,15,10,66.6
P1183,Noam Levi,male,36,right,one_handed,6.0,1.2,5.3,178.0,98,62,63.6
P1184,Ido Biton,male,22,right,two_handed,5.0,1.6,6.7,174.5,66,44,67.2
P1185,Yotam Azoulay,male,32,right,two_handed,4.0,1.7,3.9,190.5,80,50,63.0
P1186,Maya Mizrahi,female,33,right,one_handed,6.0,9.2,2.0,141.2,61,39,64.3
P1187,Daniel Azoulay,male,8,right,two_handed,5.0,9.2,,153.0,49,27,55.2
P1188,Ariel Friedman,male,41,,one_handed,,10.6,3.5,165.8,25,16,65.4
P1189,Guy Biton,male,40,right,one_handed,9.0,3.9,8.6,,109,82,75.1
P1190,Noam Katz,male,13,right,two_handed,2.0,6.9,4.3,185.6,85,44,52.1
P1191,Daniel Cohen,male,31,right,two_handed,5.0,3.1,4.0,167.9,12,8,65.1
P1192,Yael Shapira,female,40,right,two_handed,5.0,10.2,1.6,,35,20,56.8
P1193,Guy Mizrahi,male,33,right,two_handed,4.0,3.9,1.8,172.6,114,60,52.9
P1194,Amit Levi,male,36,right,two_handed,7.0,2.2,4.9,179.3,71,49,68.5
P1195,Gal Azoulay,female,27,right,one_handed,8.0,0.8,1.9,,28,18,64.5
P1196,Adi Peretz,female,44,right,two_handed,,5.3,9.8,164.7,55,34,61.9
P1197,Roni Azoulay,female,44,right,two_handed,5.0,7.5,1.2,163.2,98,53,54.5
P1198,Gal Cohen,female,34,right,two_handed,8.0,3.8,9.0,177.5,59,45,76.7
P1199,Eitan Cohen,male,11,left,two_handed,7.0,1.2,1.7,,110,63,57.0
P1200,Tamar Mizrahi,female,35,right,two_handed,4.0,8.2,2.8,156.6,113,78,68.6
P1201,Noa Levi,female,39,right,one_handed,4.0,3.9,3.0,169.3,68,36,52.9
P1202,Gal Friedman,female,28,right,one_handed,5.0,2.0,1.8,156.8,106,69,65.5
P1203,Ron Friedman,male,45,right,two_handed,7.0,3.4,6.0,175.0,33,19,57.4
P1204,Daniel Katz,male,10,right,one_handed,6.0,3.0,2.6,148.7,106,57,54.1
P1205,Ariel Avraham,male,8,right,two_handed,,3.6,3.3,163.1,25,16,63.7
P1206,Adi Biton,female,13,right,,5.0,3.7,1.1,152.1,117,58,49.9
P1207,Noa Avraham,female,29,right,two_handed,7.0,11.3,3.2,164.8,32,25,77.0
P1208,Amit Levi,male,8,right,two_handed,7.0,5.1,4.1,134.9,33,21,63.3
P1209,Gal Shapira,female,21,right,two_handed,7.0,2.2,,178.1,93,76,81.7
P1210,Shira Biton,female,15,right,one_handed,5.0,7.2,2.3,151.0,91,52,56.7
P1211,Gal Cohen,female,29,right,two_handed,4.0,2.4,1.6,177.3,38,26,68.5
P1212,Ariel Katz,male,17,right,two_handed,5.0,4.2,2.4,187.3,94,53,56.1
P1213,Hila Levi,female,26,right,two_handed,2.0,5.3,2.1,166.3,95,53,56.0
P1214,Amit Biton,male,48,right,two_handed,9.0,3.0,7.4,,51,33,65.5
P1215,Guy Peretz,male,17,right,one_handed,7.0,7.5,1.4,176.0,76,48,62.9
P1216,Yael Levi,female,36,left,one_handed,2.0,2.9,7.6,167.8,28,17,60.1
P1217,Ariel Shapira,male,14,right,two_handed,8.0,5.4,3.3,171.2,70,47,67.7
P1218,Yael Mizrahi,female,23,left,two_handed,7.0,1.9,6.0,165.1,39,30,77.4
P1219,Lior Cohen,female,44,left,two_handed,4.0,5.2,2.3,162.0,75,45,60.0
P1220,Ido Peretz,male,38,right,one_handed,10.0,2.6,1.3,164.1,106,69,65.1
P1221,Adi Avraham,female,21,,two_handed,10.0,5.2,2.3,,17,14,85.0
P1222,Roni Shapira,female,24,right,two_handed,7.0,7.7,4.7,,63,51,80.8
P1223,Amit Peretz,male,12,right,two_handed,5.0,6.5,10.3,146.7,15,10,65.6
P1224,Eitan Katz,male,33,right,two_handed,3.0,12.2,5.5,173.2,56,33,59.1
P1225,Ariel Katz,male,27,right,two_handed,,6.8,5.1,189.5,82,66,79.9
P1226,Lior Avraham,female,17,right,two_handed,7.0,25.9,3.6,177.3,16,14,88.6
P1227,Noa Peretz,female,23,right,two_handed,,4.4,0.9,,37,21,57.0
P1228,Daniel Katz,male,42,right,one_handed,7.0,2.7,5.7,164.4,79,48,60.9
P1229,Lior Azoulay,female,40,right,two_handed,6.0,4.5,1.9,161.1,79,41,52.3
P1230,Ron Peretz,male,19,right,,3.0,3.6,7.4,165.7,105,72,68.4
P1231,Ariel Mizrahi,male,15,right,one_handed,5.0,6.1,5.8,177.3,29,18,62.5
P1232,Lior Cohen,female,30,right,one_handed,10.0,5.1,3.0,165.2,91,78,85.2
P1233,Daniel Levi,male,36,left,two_handed,5.0,10.6,4.2,171.5,50,36,71.6
P1234,Hila Katz,female,14,right,one_handed,5.0,9.6,1.2,160.1,30,14,47.1
P1235,Eitan Mizrahi,male,13,right,two_handed,4.0,54.7,59.4,163.0,10,7,68.5
P1236,Ido Levi,male,25,right,,,10.0,0.7,168.2,20,15,75.4
P1237,Lior Mizrahi,female,21,,two_handed,10.0,5.7,18.8,171.2,117,114,97.1
P1238,Shira Peretz,female,28,right,two_handed,5.0,4.4,2.1,172.4,57,34,60.4
P1239,Shira Peretz,female,17,right,two_handed,8.0,11.4,1.1,153.7,110,80,72.6
P1240,Amit Azoulay,male,8,right,two_handed,3.0,4.2,8.2,152.8,67,34,50.6
P1241,Yotam Levi,male,31,right,one_handed,7.0,14.0,1.1,,98,72,73.3
P1242,Lior Friedman,female,30,right,one_handed,7.0,8.4,6.0,160.9,47,40,85.5
P1243,Eitan Katz,male,13,right,two_handed,,4.8,1.5,176.8,114,60,52.6
P1244,Ido Katz,male,29,right,two_handed,,0.3,4.7,,17,11,64.6
P1245,Noam Biton,male,49,right,two_handed,5.0,7.7,4.3,,10,5,54.6
P1246,Maya Shapira,female,26,right,one_handed,4.0,2.7,3.3,180.6,16,12,72.1
P1247,Tamar Shapira,female,36,right,two_handed,5.0,4.8,2.9,168.5,32,19,60.2
P1248,Yotam Friedman,male,19,right,one_handed,6.0,12.9,,182.7,43,30,70.0
P1249,Noa Shapira,female,20,left,two_handed,5.0,5.6,2.9,159.3,30,21,71.0
P1250,Maya Shapira,female,48,right,one_handed,6.0,1.5,,164.5,92,48,52.7
P1251,Roni Levi,female,34,left,one_handed,7.0,3.1,2.0,,105,72,68.3
P1252,Hila Levi,female,25,right,one_handed,5.0,2.1,2.5,164.2,102,75,73.3
P1253,Tamar Azoulay,female,21,right,two_handed,7.0,2.9,6.6,152.2,66,51,77.6
P1254,Noa Shapira,female,24,left,two_handed,7.0,1.3,3.0,169.2,43,31,71.2
P1255,Omer Friedman,male,27,right,two_handed,10.0,1.5,4.0,178.0,49,43,87.5
P1256,Noam Katz,male,32,right,two_handed,,12.8,2.7,183.9,56,46,83.0
P1257,Omer Peretz,male,33,right,two_handed,10.0,6.2,6.1,165.9,40,35,86.6
P1258,Ron Friedman,male,20,right,two_handed,8.0,2.4,2.9,174.8,25,17,67.7
P1259,Omer Avraham,male,50,right,one_handed,,8.8,,192.0,35,27,76.1
P1260,Hila Mizrahi,female,10,right,two_handed,9.0,7.2,5.6,149.6,92,63,68.3
P1261,Omer Levi,male,36,right,two_handed,4.0,4.9,4.9,173.7,34,22,63.7
P1262,Roni Friedman,female,18,right,two_handed,4.0,12.5,,175.8,60,37,61.0
P1263,Eitan Avraham,male,14,right,two_handed,4.0,3.6,2.3,179.0,29,15,51.6
P1264,Roni Peretz,female,11,right,two_handed,4.0,1.9,2.1,149.6,73,32,43.3
P1265,Noa Avraham,female,31,right,two_handed,3.0,1.5,5.5,178.3,48,25,52.5
P1266,Maya Avraham,female,18,right,two_handed,7.0,5.1,1.9,166.7,61,41,67.2
P1267,Maya Friedman,female,29,right,two_handed,5.0,3.0,6.1,165.2,65,47,71.8
P1268,Omer Cohen,male,40,right,two_handed,,2.7,0.5,161.5,59,34,56.9
P1269,Ron Avraham,male,27,right,two_handed,4.0,9.6,7.8,163.6,90,74,82.5
P1270,Amit Cohen,male,8,right,two_handed,7.0,7.1,4.1,150.5,86,57,65.8
P1271,Amit Biton,male,11,right,two_handed,10.0,4.4,0.2,157.4,41,26,63.0
P1272,Hila Biton,female,48,left,two_handed,6.0,1.5,2.8,163.8,80,40,49.9
P1273,Ron Friedman,male,24,right,two_handed,8.0,13.0,,172.6,23,19,83.5
P1274,Ido Mizrahi,male,33,right,,7.0,5.6,1.9,170.7,47,40,85.5
P1275,Daniel Mizrahi,male,29,left,two_handed,5.0,10.9,3.9,171.4,101,76,74.8
P1276,Daniel Katz,male,23,right,two_handed,9.0,5.5,5.6,163.3,111,90,81.2
P1277,Ron Shapira,male,39,right,one_handed,6.0,4.6,6.2,171.2,50,30,60.8
P1278,Omer Azoulay,male,19,right,,6.0,5.4,5.9,177.9,14,10,72.7
P1279,Lior Cohen,female,17,,two_handed,6.0,19.5,4.4,162.1,74,57,77.6
P1280,Omer Cohen,male,27,right,one_handed,6.0,2.7,0.9,175.9,111,83,75.0
P1281,Roni Levi,female,28,right,two_handed,,3.3,5.5,171.8,23,15,65.5
P1282,Adi Mizrahi,female,36,right,two_handed,5.0,2.6,8.4,155.9,117,67,57.3
P1283,Eitan Friedman,male,18,right,two_handed,10.0,1.1,1.7,170.9,97,72,74.3
P1284,Maya Levi,female,17,right,two_handed,10.0,3.5,0.3,177.2,43,33,76.1
P1285,Lior Levi,female,26,right,two_handed,4.0,10.5,4.6,163.9,92,66,71.2
P1286,Yael Avraham,female,59,right,two_handed,7.0,8.1,3.2,168.4,22,14,61.8
P1287,Lior Cohen,female,8,right,two_handed,4.0,3.9,1.5,149.2,67,33,49.5
P1288,Yael Levi,female,54,right,two_handed,,2.8,1.8,167.7,31,15,49.6
P1289,Adi Biton,female,19,left,two_handed,7.0,4.3,5.1,162.9,119,95,79.8
P1290,Tamar Biton,female,21,,two_handed,7.0,3.4,6.0,173.1,11,9,77.8
P1291,Yotam Mizrahi,male,25,right,two_handed,6.0,11.2,1.0,174.0,15,12,79.9
P1292,Roni Levi,female,50,right,one_handed,4.0,8.2,2.5,162.8,82,40,48.9
P1293,Tamar Azoulay,female,31,right,,4.0,1.8,4.2,149.7,61,39,64.0
P1294,Ariel Biton,male,34,right,two_handed,6.0,5.3,,175.7,77,51,65.6
P1295,Tamar Mizrahi,female,30,right,two_handed,10.0,7.9,3.5,,78,62,80.1
P1296,Noam Azoulay,male,28,right,two_handed,7.0,2.6,3.7,174.6,31,26,82.9
P1297,Guy Peretz,male,28,right,two_handed,6.0,5.9,2.2,156.7,61,45,73.0
P1298,Gal Avraham,female,24,,one_handed,8.0,7.7,1.7,175.2,46,39,84.1
P1299,Noam Peretz,male,23,right,one_handed,4.0,5.8,3.5,171.9,14,10,68.6
